,Train,Pred
0,0.8793103448275861,0.5553796128011066
1,0.7241379310344827,0.614737004835147
2,0.7931034482758619,0.5761228493264632
3,0.9999999999999998,0.5965704855349103
4,0.6896551724137929,0.631968657217599
5,0.6206896551724137,0.5663311219082843
6,0.8793103448275861,0.5656993210329219
7,0.39655172413793094,0.6149171697603333
8,0.3793103448275862,0.5139239745384117
9,0.6896551724137929,0.5298238572985401
10,0.31034482758620685,0.5857228255910294
11,0.6206896551724137,0.5031004134145659
12,0.8965517241379308,0.5777033694559974
13,0.7413793103448274,0.6159114520520961
14,0.39655172413793094,0.5791990872246698
15,0.4655172413793103,0.5207048821348234
16,0.5,0.5449025024450362
17,0.586206896551724,0.5468550868938569
18,0.6896551724137929,0.5628503661591465
19,0.5517241379310345,0.5794529004180868
20,0.5344827586206895,0.5501154395072865
21,0.4482758620689654,0.5524118229016308
22,0.2413793103448275,0.5356098973586094
23,0.5344827586206895,0.4995213393168066
24,0.586206896551724,0.5620168714923116
25,0.3620689655172413,0.5599719736738307
26,0.3620689655172413,0.5178086706867212
27,0.5517241379310345,0.5258131726426822
28,0.3620689655172413,0.5602986859675249
29,0.34482758620689646,0.5177466459161593
30,0.4137931034482758,0.5225517541276792
31,0.31034482758620685,0.5347323017411283
32,0.6206896551724137,0.5127807211460734
33,0.293103448275862,0.5758656092075927
34,0.8275862068965516,0.5016985653048569
35,0.3275862068965517,0.6172478270949855
36,0.5689655172413792,0.5003887358730336
37,0.8448275862068964,0.568398587637216
38,0.603448275862069,0.607858339631683
39,0.5,0.5545423832301553
40,0.31034482758620685,0.5450250015083901
