,Train,Pred
0,0.42934782608695654,0.5303251184782741
1,0.0,0.5019847043536166
2,0.14945652173913038,0.37739070112688133
3,0.2961956521739131,0.46037134877603103
4,0.46739130434782616,0.479904320322582
5,0.2309782608695652,0.5264819355441944
6,0.42934782608695654,0.4395650938578705
7,0.4402173913043479,0.5271870187187871
8,0.34239130434782616,0.5036135368821237
9,0.7418478260869565,0.48080782181237613
10,0.5326086956521741,0.6105001361319558
11,0.36413043478260865,0.5064017829221877
12,0.6929347826086958,0.4866283376688589
13,0.4402173913043479,0.5936894404024966
14,0.3125,0.48318818909993383
15,0.8559782608695652,0.4779004772318737
16,0.7146739130434783,0.6464467568585122
17,0.5298913043478262,0.5512801957165994
18,0.7336956521739131,0.5237558006913845
19,0.6576086956521741,0.5948053936240277
20,0.4619565217391304,0.5496143299654688
21,0.7309782608695652,0.5034021710093016
22,0.3777173913043479,0.6002221332049219
23,0.4347826086956521,0.4619857018421816
24,0.8586956521739131,0.5219700447820838
25,0.3994565217391304,0.6337459776430386
26,0.5054347826086958,0.45836618131721707
27,0.5896739130434783,0.5447816227606586
28,0.7961956521739131,0.5441131973442828
29,0.7119565217391304,0.6077489421689576
30,0.5923913043478262,0.562331111411526
31,0.7065217391304348,0.5395577129465444
32,0.5081521739130435,0.5816059318719905
33,0.6413043478260869,0.5077647589741775
34,0.6331521739130435,0.5713400538095899
35,0.8043478260869565,0.549309901421901
36,0.6440217391304348,0.608656676011901
37,0.3777173913043479,0.5411870343285851
38,0.4782608695652175,0.4801175590952089
39,0.7445652173913044,0.5297548606119916
40,0.42663043478260865,0.5963013055217345
