,Train,Pred
0,0.7172995780590719,0.4100112170515679
1,0.025316455696202667,0.36656372225968936
2,0.4556962025316458,0.45924438728598904
3,0.2616033755274263,0.4105233416077574
4,0.4641350210970465,0.43150565376918176
5,0.18143459915611815,0.40530164038241434
6,0.07172995780590719,0.44232318276406357
7,0.37552742616033763,0.4635009827333556
8,0.16455696202531644,0.42270892604995347
9,0.4894514767932492,0.44727171491294476
10,0.7552742616033754,0.403923179204277
11,0.5063291139240507,0.3592987760140298
12,0.9409282700421944,0.3887895168334321
13,0.37552742616033763,0.3303179832199052
14,0.1223628691983123,0.4034858886142632
15,0.5358649789029535,0.4505872541284432
16,0.5274261603375527,0.3977026123365541
17,0.30379746835443044,0.39128750134743273
18,0.5358649789029535,0.422639136422797
19,0.20675105485232081,0.39366870624587114
20,0.25316455696202533,0.4369900733865067
21,0.5400843881856541,0.4365437684790953
22,0.16033755274261607,0.39506662790726965
23,0.6033755274261603,0.44389096007897655
24,0.590717299578059,0.38699192915649216
25,0.0,0.3806064098575519
26,0.5105485232067513,0.464946240978677
27,0.2616033755274263,0.403429187951565
28,0.4261603375527425,0.43048171937946544
29,0.37552742616033763,0.41063494594288646
30,0.6708860759493671,0.4150784791609938
31,0.39240506329113933,0.37308909465335327
32,0.40928270042194104,0.4072232366817964
33,0.37552742616033763,0.4097139632825518
34,0.2742616033755274,0.41494554865017846
35,0.6751054852320677,0.43031690739113826
36,0.7552742616033754,0.37467953047853464
37,0.23628691983122363,0.35507787878041286
38,0.6624472573839664,0.4271569718344165
39,0.3628691983122363,0.37605047143165443
40,0.2742616033755274,0.4119137429561527
