,Train,Pred
0,0.934402332361516,0.5744502643187107
1,0.478134110787172,0.653129606426383
2,0.7930029154518952,0.5342799793287086
3,0.7915451895043732,0.6339901142953761
4,0.564139941690962,0.6107132126610602
5,0.8498542274052479,0.5637308632082072
6,0.49854227405247814,0.6403050387766613
7,0.41253644314868804,0.5418218380848305
8,0.41690962099125367,0.5446936566197231
9,0.5583090379008746,0.5450392127418529
10,0.6457725947521866,0.5775044761398475
11,0.6355685131195337,0.5901630029851161
12,0.8411078717201166,0.5849008952905153
13,0.7944606413994169,0.6334194192768003
14,0.7186588921282799,0.6115158622752053
15,0.7842565597667639,0.59911053711117
16,0.5539358600583091,0.6170638755950282
17,0.3935860058309038,0.5599205829561724
18,0.5043731778425655,0.5361663362614925
19,0.2346938775510204,0.5671326818252928
20,0.3090379008746355,0.4979354260558342
21,0.6049562682215743,0.5309731990613934
22,0.46938775510204084,0.5914783684335123
23,1.0,0.5463496232011181
24,0.7376093294460642,0.6788634217551146
25,0.7084548104956268,0.5879713502081618
26,0.7201166180758019,0.6021809995960561
27,0.7201166180758019,0.6015945827839074
28,0.3644314868804664,0.6017295537528776
29,0.6107871720116618,0.5198332251121328
30,0.5962099125364431,0.5953844225665128
31,0.17492711370262387,0.574640260885672
32,0.29883381924198243,0.48245141696687277
33,0.2827988338192419,0.5321884386488449
34,0.48688046647230315,0.5170502104362027
35,0.5072886297376094,0.56750633042727
36,0.6924198250728864,0.5605904273514525
37,0.32798833819241985,0.6047924052338427
38,0.5947521865889214,0.5107404381856969
39,0.36005830903790087,0.5937865910609726
40,0.4970845481049562,0.5206548545575183
