,Train,Pred
0,0.6422018348623855,0.3459082115969193
1,0.004587155963302836,0.34181026069260273
2,0.2660550458715596,0.350573138598926
3,0.11009174311926606,0.34707738044040914
4,0.2798165137614679,0.3491865182241899
5,0.07339449541284404,0.3468678315466117
6,0.5275229357798166,0.34969126554214314
7,0.20183486238532122,0.3434482028399804
8,0.38990825688073416,0.347867199313518
9,0.44036697247706424,0.34532664269174007
10,0.3807339449541285,0.3445934849049764
11,0.4495412844036699,0.3454082677563093
12,0.761467889908257,0.3444677025329455
13,0.12844036697247718,0.34013969965966195
14,0.0,0.3488367237767384
15,0.29357798165137616,0.3507337940934777
16,0.33944954128440363,0.3466988682832655
17,0.2889908256880733,0.34600849411619883
18,0.334862385321101,0.3466969572879763
19,0.3027522935779816,0.3460719234410145
20,0.15137614678899092,0.346507467447511
21,0.24311926605504586,0.3486075325723758
22,0.298165137614679,0.34736746831446635
23,0.42201834862385335,0.34658884494092107
24,0.669724770642202,0.3448647684388836
25,0.15137614678899092,0.34141430761945973
26,0.3486238532110093,0.3485370770806136
27,0.2522935779816513,0.3459070111918375
28,0.22018348623853212,0.3472031995209285
29,0.596330275229358,0.3476653204772495
30,0.665137614678899,0.3424683408167796
31,0.2477064220183487,0.3414446127439419
32,0.3853211009174311,0.3472049253360209
33,0.32568807339449535,0.3453809369805027
34,0.33944954128440363,0.34618062998452165
35,0.8899082568807342,0.3460013251414521
36,0.3807339449541285,0.3383841535185683
37,0.3853211009174311,0.34532237186630904
38,0.6605504587155964,0.3453548949486492
39,0.18807339449541294,0.3415479992344156
40,0.14678899082568808,0.34803128040193637
